0,0,0
400,9.121786391020997,0
800,9.121786391021143,0
1200,0,0
1600,9.121786391021399,0
2000,9.121786391020954,0
2400,0,0
2800,7.206328274064884,0
3200,7.206328274064618,0
3600,0,0
4000,0.0,0
4400,0.0,0
4800,0,0
5200,0.0,0
5600,0.0,0
6000,0,0
6400,3.1608315951490757,0
6800,3.160831595148691,0
7200,0,0
7600,2.497097511086463,0
8000,2.49709751108606,0
8400,0,0
8800,0.0,0
9200,0.0,0
9600,0,0
10000,2.4970975110855744,0
10400,2.4970975110861167,0
10800,0,0
11200,1.4762723038452605,0
11600,2.4970975110859492,0
12000,0,0
12400,7.206328274065164,0
12800,7.206328274064102,0
13200,0,0
13600,7.2063282740645285,0
14000,7.206328274064511,0
14400,0,0
14800,6.713108560450921,0
15200,7.206328274064642,0
15600,0,0
16000,7.20632827406441,0
16400,7.206328274064254,0
16800,0,0
17200,6.713108560451091,0
17600,7.206328274064958,0
18000,0,0
18400,194.77217310169283,0
18800,360.3029143734646,0
19200,0,0
